Unique_Speaker,Sex,Location,Distance,pcm_RMSenergy_sma,pcm_fftMag_mfcc_sma[1],pcm_fftMag_mfcc_sma[2],pcm_fftMag_mfcc_sma[3],pcm_fftMag_mfcc_sma[4],pcm_fftMag_mfcc_sma[5],pcm_fftMag_mfcc_sma[6],pcm_fftMag_mfcc_sma[7],pcm_fftMag_mfcc_sma[8],pcm_fftMag_mfcc_sma[9],pcm_fftMag_mfcc_sma[10],pcm_fftMag_mfcc_sma[11],pcm_fftMag_mfcc_sma[12],pcm_zcr_sma,voiceProb_sma,F0_sma,pcm_RMSenergy_sma_de,pcm_fftMag_mfcc_sma_de[1],pcm_fftMag_mfcc_sma_de[2],pcm_fftMag_mfcc_sma_de[3],pcm_fftMag_mfcc_sma_de[4],pcm_fftMag_mfcc_sma_de[5],pcm_fftMag_mfcc_sma_de[6],pcm_fftMag_mfcc_sma_de[7],pcm_fftMag_mfcc_sma_de[8],pcm_fftMag_mfcc_sma_de[9],pcm_fftMag_mfcc_sma_de[10],pcm_fftMag_mfcc_sma_de[11],pcm_fftMag_mfcc_sma_de[12],pcm_zcr_sma_de,voiceProb_sma_de,F0_sma_de
37,F,Imperial,50,0.002105105,-10.22917638,5.518753444,6.610160649,-0.93124892,-6.21350562,-9.359147135,-4.30062448,1.797398546,-2.156198801,-7.365036899,-3.33957647,-0.376521118,0.11004019,0.354550988,145.9826311,2.27e-13,-1.04e-09,3.42e-09,1.66e-08,4.3e-09,-7.52e-09,3.9e-09,-3.43e-09,5.53e-09,-7.44e-09,7.28e-09,-3.29e-10,-1.19e-08,5.31e-11,-2.86e-11,-1.78e-07
37,F,Imperial,200,0.00088302,-10.79685296,3.359995924,4.866638794,-3.787822025,-10.0084475,-10.82564242,-2.241046583,0.135578523,-6.065002148,-9.804666966,-4.224501684,-1.884468061,0.118242343,0.351558246,149.0136973,-3.09e-13,-7.15e-10,6.62e-09,-3.99e-09,-9.11e-09,2.72e-09,-8.09e-09,9.73e-09,7.49e-10,8.32e-09,-6.17e-09,-1.81e-09,-3.81e-09,1.5e-10,-1.04e-10,-2.67e-07
37,F,Imperial,500,0.000434095,-9.813187193,-0.516644441,1.096291096,-4.851794932,-11.6481376,-9.704306932,-5.19925457,-1.011168612,-3.736441211,-10.09607047,-7.005020914,-4.280468141,0.115424631,0.394124026,171.5337506,-5.03e-13,9.38e-09,-4.35e-10,-2.29e-09,-6.76e-09,-4.11e-09,7.52e-09,-8.64e-10,4.12e-09,3.25e-09,3.51e-09,-4.43e-09,-5.19e-09,2.18e-11,4.92e-12,8.83e-08
38,M,Imperial,50,0.00253584,-9.409415232,-2.634153407,7.227380197,2.3892809,-13.96744253,-7.260113515,-0.934314122,1.477357151,-5.461688213,0.178029728,4.918538106,-3.84816256,0.11941955,0.327140673,221.2840725,-4.55e-12,-9.7e-10,-7.56e-09,-2.93e-09,8.72e-09,-1.91e-09,7.53e-09,-5.35e-09,4.84e-09,-4.17e-09,4.17e-09,-2.99e-09,3.96e-09,-2.83e-13,-3.35e-11,-9.77e-07
38,M,Imperial,200,0.001144835,-10.63926369,-5.742984398,5.557266468,2.265847412,-18.84628494,-4.08632466,-1.110985224,-0.023726528,-4.679607386,-1.387913437,3.159597441,-6.069503522,0.130846225,0.343101776,222.1440465,-5.15e-13,4.15e-09,-2.2e-09,8.72e-10,-6.65e-09,1.94e-09,-2.8e-09,-4.25e-09,-5.42e-09,8.16e-09,-1.67e-09,7.86e-11,-3.67e-09,3.23e-11,-2.96e-11,4.79e-07
38,M,Imperial,500,0.000640191,-11.16881056,-4.841141482,5.233360164,1.050111663,-21.90782536,-3.456165445,-3.484112039,-2.120988193,-1.741245907,-1.289216522,2.477450278,-7.493311364,0.129862756,0.33819072,260.2057703,-4.9e-13,6.7e-09,9.65e-10,7.49e-09,-5.83e-11,-6.3e-09,-1.01e-08,4.28e-09,2.14e-09,6.35e-09,-9.94e-09,-5.74e-09,3.45e-09,2.86e-11,1.5e-10,4.1e-07
39,F,Imperial,50,0.001717397,-9.42711612,-1.165555382,-0.069666423,-6.642396189,-8.163797584,-12.04749805,2.167352381,-2.604629555,0.459089435,-5.744856555,-8.011968616,-0.583849932,0.098184715,0.445661225,191.2013428,-1.25e-14,-3.52e-09,1e-08,3.24e-10,2.91e-09,9.29e-09,-3.48e-09,1.91e-09,-3.4e-10,-6.33e-09,-9.18e-10,-9.95e-09,7.12e-09,1.24e-10,-4.98e-12,1.24e-07
39,F,Imperial,200,0.000752153,-10.31312379,-4.514327982,-2.975766643,-7.002555602,-9.23443682,-13.26688403,2.111105731,-4.298284702,2.019283937,-9.482938744,-8.92164156,-1.776612202,0.121285262,0.446540149,210.5974121,5.97e-13,3.73e-09,1.47e-09,2.53e-09,-3.11e-09,-4.73e-09,-5.43e-09,1.15e-08,9.25e-09,-5.08e-09,-9.26e-09,3.4e-10,-2.79e-10,-3.05e-11,1.98e-10,-3.73e-08
39,F,Imperial,500,0.000477772,-12.74176511,-8.036709177,-5.142592318,-7.971805551,-9.502972123,-13.30760395,2.670952385,-3.687494612,2.024349762,-7.130272591,-9.721529828,-1.456290657,0.119540114,0.479011449,257.2418976,3.07e-13,2.07e-09,3.2e-09,8.68e-09,-1.12e-08,6.2e-09,-9.72e-09,5.34e-09,5.26e-09,-1.12e-08,6.9e-09,-8.56e-09,3.44e-09,-7.19e-11,-1.84e-12,4.18e-08
40,M,Imperial,50,0.001762743,-7.701853864,0.982126606,9.421658668,2.868108646,-6.345976573,-11.31493341,2.577536512,8.162803657,-0.429266972,-2.135227866,5.042867017,-0.962364252,0.111334928,0.308586845,191.3257204,2.69e-13,-5.09e-09,9.9e-10,9.02e-09,-4.5e-09,5.65e-09,-1.09e-08,2.25e-09,3.23e-09,5.48e-10,5.29e-09,-3.21e-09,-1.02e-09,-5.7e-11,-2.65e-11,-7.2e-07
40,M,Imperial,200,0.000852717,-8.303845228,-3.055152409,11.20054022,1.000326444,-10.45575625,-10.10106228,-0.152107397,8.464017315,2.57331144,0.026268615,5.990448995,-1.942550155,0.118573705,0.31475102,167.2427408,4.3e-13,1.57e-09,-5.4e-09,6.79e-09,-8.53e-09,-3.26e-09,-6.72e-09,1.19e-08,2.03e-09,-1.04e-10,-1.81e-09,-4.32e-09,1.49e-08,2.74e-11,-5.9e-11,7.18e-07
40,M,Imperial,500,0.00046227,-8.465089798,-7.20261463,12.55338608,-0.931702836,-14.73183826,-8.571299862,-1.634125593,7.007989199,1.679377497,-0.658082035,3.236235028,-2.22551581,0.125710117,0.331264568,228.0133998,4.65e-13,1.43e-09,-1.99e-09,-4.64e-09,9.09e-09,-4.47e-09,3.03e-09,-1.47e-08,9.88e-09,-1.72e-08,5.32e-09,9.65e-09,4.88e-09,-9.97e-11,3.4e-11,-2.07e-06
41,F,Imperial,50,0.002328534,-11.69724507,0.968312229,6.861396388,-5.975062825,-5.267452676,-11.81585244,-6.806612955,-4.136227702,-7.495013762,-6.579168463,-2.77740875,-3.624818607,0.116995377,0.397520782,183.5059396,-6.6e-13,7.22e-09,-3.61e-09,6.72e-09,-3.46e-09,-5.12e-09,2.21e-09,-3.99e-10,-1.15e-09,9.07e-10,-1.2e-09,1.35e-09,2.65e-09,-5.73e-11,2.9e-11,1.76e-07
41,F,Imperial,200,0.001032797,-12.83150981,-3.631286034,3.823341358,-6.861616114,-8.953511579,-9.672029383,-8.681797541,-6.383457483,-9.379081937,-5.791100279,-5.459209747,-5.003686779,0.126655674,0.401981475,216.5699329,-1.31e-12,-1.56e-09,-5.05e-09,-9.46e-09,-1.78e-08,-2.59e-09,-4.53e-09,-7.25e-09,-6.16e-09,3.75e-09,-2.13e-09,-6.17e-09,2.16e-09,1.11e-10,-8.55e-11,9.3e-08
41,F,Imperial,500,0.000592656,-12.83397932,-4.945638565,4.320889977,-7.109149531,-11.26784198,-9.789144608,-9.50838628,-5.629240794,-9.250174571,-7.370112098,-6.671805381,-5.730235003,0.127567109,0.403121817,232.3487902,3.42e-13,2.72e-09,-2.02e-09,5.39e-09,-1.38e-08,1.32e-09,2.14e-09,5.89e-09,-3.13e-09,1.33e-08,7.66e-10,-1.08e-09,3.47e-09,6.49e-12,5.36e-11,-2.03e-07
42,M,Imperial,50,0.002271859,-10.05520631,7.134970802,5.093664201,1.426732228,-5.447797064,-10.95103779,-8.334052966,-5.21491985,-2.942938549,4.490778875,2.375151616,-5.661285806,0.122812787,0.331469831,180.5605336,6.73e-14,5.4e-09,-2.34e-09,3.28e-10,-6.78e-09,3.62e-09,-6.28e-09,-6.62e-10,6.58e-09,-3.49e-09,-1.74e-08,1.48e-10,1.42e-09,-4.19e-12,2.95e-10,-1.13e-07
42,M,Imperial,200,0.000798238,-9.880487951,4.370523517,5.09250695,-1.351050989,-8.383382343,-9.61639912,-10.22259403,-2.643198088,-1.753145277,3.22977824,0.333162985,-6.464675106,0.115651731,0.32649359,163.4268622,4.54e-13,7.53e-10,9.47e-09,7.44e-09,-6.78e-09,-9.21e-10,-7.11e-10,-1.99e-09,1.15e-09,1.12e-08,-1.32e-08,-1.02e-08,6.58e-09,-6.21e-12,-1.85e-10,-1.95e-07
42,M,Imperial,500,0.000406285,-9.264246966,2.807628178,3.004288187,-0.479947574,-8.222749311,-8.21041571,-12.08301509,-4.322128551,-1.183643621,3.531741997,-0.074138897,-7.571273445,0.114645134,0.321555711,217.4117726,-6.36e-13,4.95e-10,4.2e-09,7.46e-10,1.01e-08,-3.41e-09,-1.58e-09,5.44e-09,1.54e-09,2.12e-09,-7.97e-09,4.14e-09,-2.71e-09,5.53e-11,2.86e-11,-6.11e-07
43,F,Imperial,50,0.001282502,-8.27475569,2.950000227,5.143853381,-5.462867215,-8.144126071,-13.52394311,-8.928506945,-6.702462872,-9.123975986,-5.298589326,-3.636222861,-1.931329518,0.114002504,0.445686751,188.0072758,-1.93e-13,-3.97e-10,-1.25e-09,8.62e-09,-6.18e-09,1.15e-08,-6.79e-09,1.3e-09,5.48e-09,-1.32e-10,2.01e-09,-3.81e-09,-7.92e-10,5.24e-11,3.27e-11,9.13e-08
43,F,Imperial,200,0.000634921,-9.175344687,-1.423929137,5.529208247,-8.58299713,-9.820826993,-10.5724938,-10.84866884,-6.079216245,-11.46352035,-4.177187038,-5.054224204,-2.860539606,0.122437445,0.426289982,191.6571503,-6.45e-13,3.21e-09,-1.18e-08,4.25e-10,3.28e-09,1.01e-08,4.51e-09,7.15e-09,-1.04e-08,-3.49e-09,-2.39e-09,4.98e-09,-9.8e-10,-6.57e-12,-2.26e-10,-1.33e-07
43,F,Imperial,500,0.00042719,-9.976217213,-4.417207206,5.965174004,-10.79535072,-10.91715927,-9.570410402,-11.20283043,-4.646979582,-10.15659247,-4.147525227,-5.962957154,-3.149604609,0.126361846,0.41683327,193.8708635,2.27e-13,5.08e-09,-1.09e-09,5.98e-09,2.19e-09,-4.04e-09,2.06e-09,1.54e-09,7.54e-09,7.83e-09,-3.37e-09,-5.05e-10,6.03e-09,6.38e-11,-2.74e-10,1.15e-07
44,M,Imperial,50,0.001687355,-6.731618435,3.152951666,8.281915926,-0.481184546,-3.127278883,-5.392658873,-2.833994154,-6.676344137,-8.064568689,-2.533406672,3.982024676,-3.372093084,0.105967927,0.34737332,147.7657271,2.56e-12,-7.69e-09,7.46e-09,7.06e-09,3.09e-09,-1.59e-08,-6.16e-10,3.45e-09,-1.44e-09,1.36e-09,-4.74e-10,-1.23e-08,-4.22e-09,2.06e-11,-1.46e-10,-8.34e-08
44,M,Imperial,200,0.000770167,-6.986588063,2.533101532,7.273385246,-0.902328405,-4.590642125,-5.546366655,-3.623616705,-3.119734779,-8.371792146,-2.302627755,2.55325794,-4.130839514,0.11033743,0.348069627,166.6243885,4.87e-14,6.32e-09,5.02e-09,-4.83e-09,3.23e-09,1.49e-09,-4.14e-09,6e-09,3.51e-09,8.25e-09,-1.63e-09,-1.17e-08,1.6e-08,8.83e-11,-8.32e-11,-2.22e-07
44,M,Imperial,500,0.000373994,-6.354921417,1.030815187,6.852506417,-0.736117696,-6.368780467,-3.916465044,-5.348677057,-5.831940288,-10.39786866,-1.807634622,3.006652078,-5.321282362,0.113214288,0.352042885,164.3791761,3.76e-13,-8.38e-10,-5.88e-10,-6.28e-09,-7.87e-09,1.99e-09,-3.77e-09,2.64e-09,-9.41e-10,9.24e-09,-1.76e-09,2.08e-09,5.34e-09,1.52e-10,2.18e-11,-3.62e-07
45,F,Imperial,50,0.002119717,-10.75353502,2.553232634,1.943686259,-11.23077561,-7.931598334,-11.77993159,-4.54231838,-2.600924488,-5.661980993,-2.814856844,2.630637544,-3.633371949,0.122724448,0.371643522,153.391924,-4.35e-12,-3.97e-09,4e-09,5.82e-09,2.83e-09,-8.4e-09,-6.71e-09,3.19e-09,-8.96e-09,-2.7e-09,-1.47e-08,-6.06e-09,1.15e-08,4.97e-11,-2.71e-11,-4.68e-07
45,F,Imperial,200,0.000983245,-11.87071802,-0.493351456,2.561701121,-11.45534095,-8.84566365,-10.12855849,-3.854674403,-2.572452178,-5.307706092,-1.950188586,0.022027911,-3.60927957,0.128660148,0.357487989,167.9046672,-9.89e-13,-3.27e-09,1.62e-09,-1.39e-09,1.08e-08,2.95e-09,-2.2e-09,3.32e-09,9.99e-09,-9.3e-09,-1.83e-09,-8.39e-09,-5.69e-10,-5.44e-11,-5.83e-11,-4.38e-07
45,F,Imperial,500,0.00060463,-12.05824162,-3.083332775,2.083663206,-11.20313491,-8.502581144,-9.343283724,-4.621513185,-3.553586903,-6.809725971,-2.337045625,-0.505277212,-5.288610544,0.127272144,0.373838594,170.1500582,-7.87e-14,-5.83e-10,3.08e-09,-5.94e-10,-2.81e-10,-1.32e-09,8.28e-10,4.82e-09,-2.88e-09,-3.48e-09,7.26e-09,-2.34e-10,-2.03e-10,1.13e-10,4.08e-11,-6.93e-08
46,M,Imperial,50,0.001787394,-8.050083967,0.255577038,5.828288752,-1.023073533,-3.767395919,-6.222106841,-3.109430499,-3.538680605,-6.481148549,-1.460125903,-0.697813466,-7.352322354,0.118310209,0.307591839,147.350723,2.01e-12,-5.98e-09,1.41e-09,3.32e-09,-1e-08,-6.95e-09,5.71e-09,-7.97e-09,-4.83e-09,-6.34e-09,-1.25e-09,-5.94e-09,1.3e-08,2.02e-11,1.28e-10,8.45e-08
46,M,Imperial,200,0.000751507,-8.651882482,-1.377587729,6.478183966,-1.572962784,-5.789834324,-3.483324696,-5.333030169,-4.556715641,-6.334983138,-2.115049011,-1.507342967,-8.887181457,0.116378149,0.317251508,208.4860367,-4.84e-13,2.71e-09,-1.94e-09,7.16e-09,-5.33e-09,-1.89e-09,3.62e-09,-1.29e-09,-6.5e-09,9.78e-09,7.13e-09,8.62e-10,-8.78e-09,-9.07e-11,-3.65e-12,-4.93e-08
46,M,Imperial,500,0.00044397,-8.438576427,-3.398557994,7.030222212,-2.22085528,-7.941234201,-2.83642905,-6.017273414,-4.449985289,-6.032833698,-1.75229538,-2.58873324,-10.60416775,0.130454203,0.311908774,186.3704483,2.03e-13,-7.23e-10,6.52e-09,-2.91e-09,9.09e-10,4.64e-09,2.01e-09,-5e-09,-1.04e-08,-5.91e-09,7.08e-09,6.68e-09,-5.09e-09,-1.29e-10,-5.73e-11,1.15e-07
47,F,Imperial,50,0.001586278,-7.827642509,0.192467356,5.496061576,-4.157717612,-7.268572304,-10.55907743,-7.450658201,-6.456208822,-8.632065,0.916084185,-4.538602088,-5.614032988,0.107705492,0.39722426,175.798938,1.09e-13,-7.87e-09,7.14e-09,2.56e-09,-2.34e-10,4.56e-09,9.64e-09,2.75e-09,7.73e-10,-3.5e-09,-7.33e-09,7.21e-09,-3.6e-09,-4.59e-11,-3.34e-13,1.97e-07
47,F,Imperial,200,0.000827086,-9.28099132,-1.17801258,4.639745891,-4.441060073,-8.684537994,-8.069559571,-6.34598961,-7.029131472,-8.39857833,2.149988649,-4.232970951,-7.912575318,0.122420006,0.386947253,179.130898,-1.26e-12,-1.7e-09,-3.74e-09,-6.63e-10,-5.43e-10,4.5e-10,7.93e-09,-1.22e-08,9.27e-09,-7.55e-09,-9.55e-09,1.42e-10,-5.2e-09,-1.22e-10,8.25e-11,1.67e-07
47,F,Imperial,500,0.000453607,-9.49536391,-3.017291231,3.553152478,-4.073946673,-10.88510437,-8.040823336,-7.579918993,-8.717998105,-8.542835093,1.752236713,-5.453312003,-9.524979499,0.126789129,0.400179434,186.8198462,-1.53e-13,1.79e-10,1.68e-09,-1.35e-09,5.11e-09,-7.88e-09,-6.3e-09,1.48e-08,4.45e-09,-8.5e-09,-6.28e-09,-3.26e-09,-9.07e-09,8.58e-11,-9.14e-11,-1.9e-07
48,M,Imperial,50,0.001965931,-9.343776844,2.025985637,5.624567473,0.644503255,-8.410758319,-7.635698836,-4.611229302,-8.986330916,-1.996034647,-0.771164434,0.258848857,-6.084884751,0.105685094,0.318399507,206.2295547,1.33e-13,7.61e-09,-6.19e-09,-4.94e-09,-5.16e-09,7.09e-09,3.89e-09,4.03e-11,-5.02e-09,-1.06e-08,5.51e-09,-1.23e-08,1.05e-09,1.08e-10,9.45e-11,4.65e-07
48,M,Imperial,200,0.00078678,-9.374542764,1.015793948,5.024108925,0.626343643,-11.43376244,-6.218648505,-6.832038452,-8.840148228,-1.640813168,-0.097581623,-0.931693287,-6.890210293,0.113831516,0.325224729,182.240909,-2.29e-13,9.07e-09,-5.9e-09,7.67e-09,3.52e-09,-2.35e-09,3.6e-09,9.61e-09,1.23e-08,3.22e-09,7.13e-09,-1.76e-09,-2.6e-09,1.84e-11,-9.28e-11,3.79e-07
48,M,Imperial,500,0.000419114,-8.811803781,0.87720139,5.141641299,0.685836537,-12.3743098,-6.424893404,-5.579276146,-9.532576729,-2.996091896,-1.210272178,-1.576304928,-8.721787879,0.110922053,0.334467057,154.0144231,-4.41e-14,2.75e-09,-9.18e-09,-1.94e-09,-4.78e-09,-3.98e-09,5.8e-09,3.99e-10,6.42e-09,7.91e-10,-8.68e-10,7.41e-09,5.52e-09,-1.12e-10,3.39e-11,6.21e-08
49,F,Imperial,50,0.001428571,-8.361676214,2.661463478,7.081939916,-3.018276534,-6.090310711,-13.97367495,-8.078452863,6.448722874,-0.348116278,-3.750777216,-1.537086563,-2.153424163,0.106327724,0.390314413,202.6940243,-1.14e-12,1.38e-09,-1.06e-09,4.08e-10,-1.94e-09,-4.06e-09,-2.57e-09,4.21e-09,4.83e-09,2.95e-09,-5.68e-09,1.45e-09,6.73e-09,2.15e-11,-1.23e-10,3.88e-07
49,F,Imperial,200,0.000602466,-8.901922076,-0.355352787,6.03212243,-4.955877657,-9.733246258,-10.81448361,-12.28406303,6.864849363,-0.387484507,-2.364435216,-1.009164379,-4.480785291,0.110276769,0.394168579,168.094606,5.43e-13,-6.45e-09,1.67e-09,5.85e-09,1.87e-09,3.78e-09,-8.6e-09,1.44e-09,-2.86e-09,2.68e-09,4.45e-09,-4.01e-09,-1.09e-08,1.82e-10,-4.95e-11,-1.9e-08
49,F,Imperial,500,0.000394779,-9.414701612,-2.221691987,6.141089816,-7.616005306,-11.76630901,-9.394684384,-12.11220696,7.35334225,-0.847850869,-4.154902637,-2.526687848,-5.31780466,0.124644755,0.424625957,188.1709936,3.31e-13,1.72e-09,-8.54e-09,-5.7e-09,-2.76e-09,3.95e-10,4.89e-09,-1.3e-08,-9.15e-09,5.87e-09,-4.08e-09,2.64e-09,-2.12e-10,1.34e-10,-1.03e-11,5.85e-08
50,M,Imperial,50,0.001924015,-8.631113988,3.520294643,8.315936163,0.832195379,-4.481318958,-7.453874104,-7.01993882,0.668513789,-3.03122298,-0.786368976,-1.182115388,-2.985636562,0.113399304,0.304224699,180.6992716,2.67e-13,-7.53e-09,-7.48e-10,9.24e-09,-6.71e-09,1.29e-08,-7.25e-09,2.74e-09,1.9e-08,1.07e-08,-1.31e-08,8.75e-10,-5.43e-09,9.88e-12,9.07e-12,2.4e-07
50,M,Imperial,200,0.000840655,-8.58826759,1.767086206,9.047520922,0.052592175,-5.869399086,-5.080779697,-6.909967914,1.875605959,-4.486377942,-1.836304028,0.031317785,-1.557658989,0.122366169,0.304364398,190.9819126,4.94e-13,-1.49e-09,4.86e-09,3.98e-09,-5.62e-10,-4.37e-09,6.62e-09,-1.44e-09,-3.34e-10,-1.07e-08,5.98e-10,4.28e-10,-6.11e-09,5.61e-11,8.91e-11,1.31e-06
50,M,Imperial,500,0.000450943,-8.003864724,0.839779837,10.15463303,0.979306668,-7.457104118,-4.727318593,-8.646583744,1.311445252,-4.753487644,-4.223970439,0.158653844,-1.872540398,0.108127087,0.330197711,179.8706408,1.89e-13,-7.43e-09,2.46e-09,-5.9e-09,3.2e-09,3.93e-09,4.05e-09,-2.19e-09,6.93e-09,6.7e-09,-2.88e-09,3.09e-09,1.08e-09,-3.33e-11,3.59e-11,1.84e-07
51,F,Imperial,50,0.002336626,-10.96163422,2.613270506,4.571725785,0.386178507,-3.620713335,-6.79596593,-1.168550699,-5.91681038,-8.396907184,-4.181974398,-5.496553977,-6.708911771,0.123727254,0.379577165,144.8971536,-1.98e-12,5.45e-09,8.92e-10,2.33e-09,1.27e-08,5.6e-09,-5.27e-09,-4.11e-10,6.76e-09,-9.92e-09,2.27e-09,-9.28e-09,3.57e-09,7.31e-11,-1.21e-10,-8.83e-08
51,F,Imperial,200,0.00083072,-10.15922004,0.744037083,5.519206883,-2.380870804,-5.786795406,-5.166432377,-2.888104176,-5.372978191,-10.48189871,-2.493074507,-7.32347106,-7.470793433,0.118654082,0.381506318,158.2533513,9.86e-13,-6.93e-09,-4.09e-09,9.33e-09,8.46e-09,5.03e-09,9.29e-09,-1.1e-08,5.08e-09,-4.4e-10,2.58e-09,-9.64e-09,-4.45e-09,8.7e-11,1.7e-10,3.29e-08
51,F,Imperial,500,0.000441264,-10.29808826,0.155980559,5.395323514,-2.769564169,-6.497412729,-4.215835659,-4.237635635,-2.873183998,-10.78237388,-0.518336827,-7.126093809,-9.564142501,0.118259026,0.390027909,172.1075306,8.65e-14,5.28e-09,-2.64e-09,2.5e-09,-7.82e-09,1.91e-09,1.2e-10,-4.59e-09,-8.93e-09,-4.71e-09,3.1e-09,-1.71e-09,-8.25e-10,1.4e-10,8.52e-11,3.55e-07
52,M,Imperial,50,0.002014117,-8.937490878,0.12513314,10.83146926,-1.02586863,-10.1578675,-8.196298897,-11.91755387,-9.826756032,2.211359779,-3.412414998,1.206510111,1.686196518,0.110767366,0.334132151,232.8368881,-7.95e-13,4.52e-09,-3.7e-09,1.57e-09,-7.41e-09,1.11e-09,-1.22e-09,-2.59e-09,1.42e-10,-2.21e-09,7.96e-09,-3.76e-09,-5.17e-09,-5.96e-11,-9.65e-11,4.51e-07
52,M,Imperial,200,0.000821785,-9.41779015,-0.563301409,9.899709123,0.416390543,-12.40234265,-4.473113103,-10.42599543,-6.970822111,1.853053723,-3.975908741,2.331584786,1.104960175,0.115266912,0.314863733,202.39965,1.04e-12,3.62e-09,-5.12e-09,-1.84e-09,1.13e-10,-1.12e-09,-5.28e-09,-4.37e-09,-8.59e-09,7.43e-09,-8.86e-09,1.71e-09,-7.68e-09,-8.34e-12,-6.77e-13,-5.92e-16
52,M,Imperial,500,0.000541735,-9.667195666,-1.778444935,12.47130264,0.177811471,-14.42005111,-4.455456958,-12.37262197,-7.034961701,2.011855632,-4.78929928,-0.226709826,0.621909786,0.120421598,0.327823056,191.0438619,1.12e-13,-2.95e-09,-5.92e-09,3.31e-09,6.48e-10,-3.31e-09,3.72e-09,4.26e-09,-5.17e-09,-6.15e-10,-1.34e-09,-7.55e-09,2e-10,-7.23e-11,-5.7e-12,-1.07e-06
53,F,Imperial,50,0.001575595,-9.047251913,5.915068697,6.635330782,-0.958339006,-3.942446558,-12.1407861,-4.491044407,-8.021169098,-5.273388118,-6.872940778,-4.303774652,-5.267660973,0.109514333,0.439409199,197.0006424,2.31e-12,3.73e-09,-2.77e-09,2.29e-09,2.29e-09,-3.19e-09,-1.15e-09,7.43e-09,1.1e-08,3.04e-09,1.05e-08,-9.11e-10,1.03e-09,-2.95e-11,3.12e-11,1.06e-07
53,F,Imperial,200,0.000625331,-9.969934602,3.062260153,4.802779359,-0.584743183,-5.091642467,-10.88673285,-4.271918205,-8.965312154,-5.306922049,-5.662423987,-6.143125708,-7.429138111,0.11701623,0.385897491,174.0976658,-1.75e-13,4.68e-09,-5.95e-09,8.04e-09,-4.13e-09,-4.58e-09,2.6e-09,-2.48e-09,1.53e-08,4.92e-09,1.19e-08,-1.1e-09,-2.38e-09,-1.04e-10,-1.84e-11,-2.74e-08
53,F,Imperial,500,0.000427083,-10.28523835,1.190558011,3.988168373,-1.105803027,-5.799663838,-9.640056163,-3.456042472,-8.198051394,-5.034512601,-5.331680912,-5.710918948,-7.849993721,0.123375041,0.388072945,175.2384727,-5.52e-14,-8.58e-09,8.64e-09,-5.87e-09,6.55e-09,2.78e-09,-1.37e-10,5.77e-09,1.12e-09,2.24e-09,-7.85e-09,-2.28e-09,8.55e-09,9.15e-11,2.47e-11,-1.76e-07
54,M,Imperial,50,0.002412543,-9.816689061,1.500902604,5.581904253,0.82017226,-6.804534845,-10.42916388,-6.327691021,1.710356694,-1.27827622,-2.572850696,5.555719259,-4.641144285,0.117127694,0.315848865,162.4477147,-3.46e-12,1.2e-09,-1.39e-08,5.83e-09,2.94e-10,2.25e-09,1.29e-09,-2.92e-09,-2.5e-09,-2.01e-09,-2.55e-09,4.13e-09,-6.97e-09,-9.39e-11,-1.57e-10,-7.5e-07
54,M,Imperial,200,0.00095152,-10.31610097,0.831826754,4.404260903,0.881720643,-8.327335174,-9.366420639,-7.263201278,0.259450805,0.253577475,-1.947317731,2.050084625,-6.739208432,0.120522447,0.314898565,195.08531,3.97e-14,-2.92e-09,9.34e-10,1.46e-08,9.13e-09,1.06e-09,5.2e-09,6.93e-09,5.19e-09,-3.94e-09,3.4e-09,-4.48e-09,7.44e-09,1.01e-10,7.55e-11,8.33e-07
54,M,Imperial,500,0.000556964,-10.59781932,1.126505369,4.197296395,1.37408826,-10.25439247,-7.712445463,-7.935444919,-1.1220355,0.669485391,-2.455192326,1.253565061,-7.256431191,0.123750002,0.322305652,226.1087122,2.11e-13,-8.17e-10,1.52e-08,3.92e-09,-1.83e-09,-4.65e-09,-8.12e-09,-4.93e-09,-9.42e-09,1.37e-09,9.2e-09,3.93e-09,2.12e-10,5.95e-12,1.15e-10,2.35e-06
55,F,Imperial,50,0.001376563,-7.631673843,4.858803258,6.63408066,-0.98612481,-6.99441348,-12.44622717,-3.53356177,-6.7435948,-9.553941012,-3.377210336,-2.908193248,-2.31075892,0.11216447,0.400285848,182.0797656,-3.85e-12,-2.78e-09,-4.41e-09,-1.85e-09,2.9e-09,-2.33e-10,-8.37e-09,-8.35e-09,-7.51e-09,-4.88e-09,-9.98e-11,-3.14e-09,-1.26e-09,-1.55e-13,1.52e-10,-5.45e-08
55,F,Imperial,200,0.000618922,-8.772889087,3.579836442,5.709180922,-2.008876248,-9.450847547,-12.20694867,-4.346212771,-6.869812116,-9.819045612,-3.970045637,-5.095684509,-3.094450273,0.107297545,0.398695628,191.9766365,2.53e-14,1.9e-09,-3.21e-09,1.53e-09,-1.1e-09,9.57e-09,6.89e-09,-7.45e-09,-1.97e-10,4.7e-09,5.12e-09,-6.61e-09,4.47e-09,-6.29e-11,8.51e-11,1.53e-07
