Unique_Speaker,Sex,Location,Distance,pcm_RMSenergy_sma,pcm_fftMag_mfcc_sma[1],pcm_fftMag_mfcc_sma[2],pcm_fftMag_mfcc_sma[3],pcm_fftMag_mfcc_sma[4],pcm_fftMag_mfcc_sma[5],pcm_fftMag_mfcc_sma[6],pcm_fftMag_mfcc_sma[7],pcm_fftMag_mfcc_sma[8],pcm_fftMag_mfcc_sma[9],pcm_fftMag_mfcc_sma[10],pcm_fftMag_mfcc_sma[11],pcm_fftMag_mfcc_sma[12],pcm_zcr_sma,voiceProb_sma,F0_sma,pcm_RMSenergy_sma_de,pcm_fftMag_mfcc_sma_de[1],pcm_fftMag_mfcc_sma_de[2],pcm_fftMag_mfcc_sma_de[3],pcm_fftMag_mfcc_sma_de[4],pcm_fftMag_mfcc_sma_de[5],pcm_fftMag_mfcc_sma_de[6],pcm_fftMag_mfcc_sma_de[7],pcm_fftMag_mfcc_sma_de[8],pcm_fftMag_mfcc_sma_de[9],pcm_fftMag_mfcc_sma_de[10],pcm_fftMag_mfcc_sma_de[11],pcm_fftMag_mfcc_sma_de[12],pcm_zcr_sma_de,voiceProb_sma_de,F0_sma_de
74,M,Glasgow,200,0.000889102,-9.691770619,1.757245424,7.631269521,0.482108971,-3.322258173,-6.181801835,-2.537378863,-6.00150717,-1.697524627,-2.214136335,-1.531134573,-4.645665317,0.113570672,0.286296275,145.39363,-1.8e-12,-4.53e-10,1.12e-08,-2.91e-09,-3.19e-09,2.32e-09,1.16e-08,-5.63e-09,-6.79e-09,7.46e-09,-7.21e-09,5.71e-09,-8.67e-10,-8.24e-11,6.02e-11,8.2e-07
74,M,Glasgow,500,0.000506456,-9.23076872,0.551221024,7.146908528,0.740200671,-6.883090568,-4.30831221,-2.539990317,-8.625416969,0.088665769,-2.998824107,-0.621209399,-5.937424246,0.130885277,0.297496378,121.5426306,5.91e-13,-1.36e-10,-7.35e-09,-7.82e-09,9.71e-10,-5.24e-09,3.8e-09,-1.05e-09,8.08e-10,5.24e-09,8.9e-10,9.8e-09,-2.69e-09,6.48e-11,-4.5e-11,3.39e-08
75,F,Glasgow,50,0.002631563,-11.54026211,10.09894855,2.808651047,0.061101555,-8.779909954,-9.491437463,-1.169171002,3.172418732,-5.550950348,-1.570515859,-6.969942027,-2.893430004,0.111757281,0.292139694,140.9160575,-4.75e-13,-3.37e-09,-3.93e-09,-1.23e-09,7.11e-09,1.26e-10,-4.03e-09,-6.26e-09,-1.68e-09,-1.22e-08,-3.67e-09,5.09e-09,-5.79e-09,-1.94e-10,-5.14e-11,2.5e-07
75,F,Glasgow,200,0.000880699,-11.82728627,6.812829747,1.652321663,-2.219037017,-9.565169724,-7.331102276,-2.98001747,2.123248395,-4.078961515,-0.34907642,-6.773339685,-2.198690968,0.120415532,0.287762577,157.1942859,9.05e-13,-3.26e-09,2.32e-09,-2.7e-09,2.05e-10,1.72e-09,-4.07e-09,7.42e-09,4.04e-10,4.75e-09,-5.77e-09,-2.07e-09,1.11e-09,-3.67e-11,-1.31e-10,4.2e-08
75,F,Glasgow,500,0.000548537,-11.92292486,5.063039234,0.570190942,-2.846600973,-10.49138131,-5.939079294,-1.26314085,3.684604192,-4.214307417,-0.41727137,-7.66797246,-2.480140846,0.123009935,0.31866485,153.2326533,-4.17e-13,1.2e-08,3.07e-09,-4.26e-10,-6.21e-09,5.23e-09,2.16e-09,-4.38e-09,-1.22e-09,-1.14e-08,-4.14e-09,-5.88e-09,-3.46e-09,-5.5e-12,-7.3e-11,7.76e-08
76,M,Glasgow,50,0.001094789,-5.776730581,0.567517953,6.566482977,5.13247658,-2.536571437,-2.642047718,-0.87488687,-4.595415058,-1.399710975,-3.753923024,1.01203982,-1.039631279,0.102680849,0.331326197,136.9356222,-8.98e-13,7.64e-10,1.92e-09,-6.84e-10,-6.2e-09,7.61e-09,-2.63e-09,-1.05e-08,1.39e-09,-1.57e-09,3.72e-09,-2.03e-09,-1.38e-09,-1.08e-10,5.75e-11,-9.52e-09
76,M,Glasgow,200,0.000584112,-5.386613661,-0.764055442,5.135471977,6.706161058,-7.240802012,-3.612691901,0.818101206,-7.967836581,-4.734455229,-2.494824695,-1.06788116,-3.201872353,0.116744391,0.329199305,140.6145763,-1.14e-13,-4.04e-10,-8.92e-10,-1.29e-09,-7.14e-09,-3.13e-09,5.38e-09,1.29e-08,3.38e-10,4.84e-09,1.13e-09,1.24e-08,2.83e-09,-1.46e-11,-6.32e-12,6.85e-08
76,M,Glasgow,500,0.000417198,-6.215291013,-5.224302352,5.250674184,7.476942673,-11.10549243,-6.463220394,0.101909369,-9.900854247,-5.384526318,-0.275448598,-4.970335509,-1.530138296,0.120201701,0.336772482,153.4376379,4.57e-13,4.08e-09,-4.61e-09,-2.55e-09,8.73e-09,2.98e-09,7.82e-09,3.13e-09,-2.35e-09,3.69e-10,-4.9e-09,1.04e-08,-1.07e-08,1.21e-10,-1.06e-11,-6.81e-08
77,F,Glasgow,50,0.00275158,-12.06208897,9.122280055,9.268837211,-0.287607143,-0.750282507,-9.495365899,1.519944872,-0.066752547,-3.823393472,-2.841507173,0.412499467,-0.414715232,0.115462923,0.383265865,162.7402787,3.87e-13,3.37e-10,-2.32e-09,-7.95e-09,-7.14e-09,3.26e-09,-2.68e-09,-1.25e-08,4.02e-09,3.78e-09,-7.97e-09,9.7e-09,-4.56e-09,8.31e-11,1.79e-11,-9.23e-08
77,F,Glasgow,200,0.001168575,-12.97144547,7.253434481,7.920425781,-4.415218392,-6.306376375,-11.87476262,-0.839128124,0.08287252,-4.85852248,-1.737468229,-4.768800155,-3.290642376,0.122667578,0.361445322,148.3023618,-1.51e-12,2.87e-09,8.69e-09,-7.08e-09,-7.85e-09,4.34e-09,2.2e-09,1.05e-08,3.62e-10,-3.68e-09,-7.58e-09,-8.44e-09,-7.2e-09,-2.5e-11,1.4e-10,-1.79e-07
77,F,Glasgow,500,0.000666427,-12.42615673,4.665860078,4.443028431,-5.679803217,-5.8126229,-10.31931824,2.839655964,0.931581062,-1.856521203,-4.132326977,-5.398997308,-3.965610372,0.122413938,0.316714283,190.7345416,-4.37e-13,-3.11e-09,-4.03e-09,8.48e-09,2.64e-10,-5.5e-09,-5.34e-09,-1.67e-08,5.24e-09,7.41e-09,-8.15e-09,-3.17e-10,2.88e-10,9.39e-11,-1.13e-11,2.49e-07
78,M,Glasgow,50,0.001992063,-8.484724083,0.54331533,5.530433325,1.902878714,-4.116813109,-9.188322712,-7.486678456,-5.519454299,-1.369483885,-2.770019434,6.327922781,-2.668044909,0.113269262,0.30372766,129.2079806,1.04e-12,7.03e-09,-2.98e-09,4.27e-09,-6.8e-09,-2.48e-09,2.56e-09,-5.73e-09,2.47e-09,-7.94e-09,-1.73e-09,-8.72e-09,8.52e-09,5.6e-11,-7.43e-12,3.45e-08
78,M,Glasgow,200,0.000742911,-8.372331636,1.008898289,4.473102701,1.17242669,-5.448223797,-9.212512213,-6.015765836,-7.614926998,1.010193758,-3.005548315,8.199726357,-5.647596344,0.113855781,0.29938385,213.8546833,-8.38e-13,6.88e-09,7.12e-09,-1.82e-08,3.35e-09,7.67e-09,-4.49e-09,7.21e-09,1.39e-08,4.65e-09,-6.77e-09,1.7e-09,-2e-09,9.58e-11,1.04e-10,1.53e-06
78,M,Glasgow,500,0.000413733,-9.663386542,0.279164014,3.448344915,1.647918335,-9.883357694,-6.822120903,-7.321711964,-9.191995592,0.442396495,-3.425482923,5.051418992,-5.280199016,0.12582727,0.310948992,192.7512463,3.38e-13,6.88e-09,-8.46e-09,6.13e-09,-1.71e-09,6.77e-09,6.97e-09,8.23e-09,-6.01e-09,-8.83e-09,3.37e-09,-1.06e-09,2.7e-09,-8.66e-11,3.84e-11,7.22e-07
79,F,Glasgow,50,0.001412938,-9.796896256,7.10033559,8.007483681,-4.022913108,0.476066766,-9.183045493,4.224637601,-5.032169196,-4.455420766,-3.891548048,-3.385883175,-0.551923874,0.109064303,0.382138729,140.7010393,-9.8e-13,3.19e-09,-6.51e-10,-2.48e-09,-2.24e-09,-8.41e-09,8.31e-09,7.26e-09,-9.68e-09,-1.01e-08,-1.22e-09,7.28e-09,-6.07e-09,-9.79e-12,-7.81e-11,6.62e-08
79,F,Glasgow,200,0.000781704,-10.34879869,3.286485867,8.519573851,-6.339119804,-2.315827432,-9.973568159,-0.199810107,-4.035612364,-4.43936121,-6.700948862,-4.795151612,-0.343613288,0.115743481,0.374974979,140.7852942,5.45e-13,-4.63e-09,1.13e-08,-8.21e-09,-1.02e-08,4.65e-09,4.95e-09,-4.29e-09,1.42e-09,-1.84e-09,-7.79e-10,-3.2e-09,-2.52e-09,-5.87e-11,1.08e-10,1.21e-07
79,F,Glasgow,500,0.000726821,-13.21616691,-6.067716727,5.768112912,-3.487076504,-4.748431208,-7.253525653,0.027305119,-7.774929288,-2.885339176,-7.631658497,-8.989463033,-2.681089643,0.130759405,0.377656767,177.5700356,-7.48e-13,-3.77e-09,-3.67e-09,-2.62e-09,-6.49e-10,-7.26e-09,-1.28e-11,4.32e-09,5.84e-09,4.17e-10,-8.09e-09,2.21e-10,3.36e-09,1e-10,-6.74e-12,-9.35e-08
80,M,Glasgow,50,0.00107847,-6.3031218,2.591279739,7.727995022,0.225278811,-3.85417308,-8.328285398,-3.647141507,0.70142824,-2.625737239,1.220604377,2.113323541,-4.275663982,0.107801792,0.287149963,112.6177679,-6.49e-13,-9.07e-09,4.52e-09,2.63e-09,-5.13e-09,-6.42e-10,-1.43e-09,5.77e-10,-6.6e-09,6.63e-09,-1.28e-08,5.47e-10,-4.61e-09,9.76e-11,-1.23e-10,5.97e-07
80,M,Glasgow,200,0.000532611,-5.736860801,2.52716924,6.807043569,1.568907146,-5.318108485,-9.011101288,-3.698234251,3.654407221,-1.444649466,0.555938083,0.197290402,-5.295578022,0.107805204,0.276504833,165.3927214,1.52e-13,1.02e-09,-4.69e-10,1.8e-09,-1.22e-08,-3.87e-09,7.74e-09,6.76e-09,-2.59e-10,7.32e-09,4.73e-09,1.03e-08,-1.58e-09,9.55e-13,8.04e-12,8.33e-07
80,M,Glasgow,500,0.000270832,-6.325680446,1.841879522,6.669632482,1.039626499,-6.309504492,-6.027146666,-4.656983446,4.692443637,-1.823374498,0.153428355,1.686555418,-6.079885847,0.112288993,0.282139098,243.8338579,-9.82e-14,1.37e-09,-6.59e-09,2.27e-09,-7.12e-09,-6.91e-09,7.94e-09,6.67e-09,3.91e-09,-5.56e-09,-6.74e-09,-4.18e-09,-6.36e-10,-7.53e-11,-4.36e-11,3.24e-07
81,F,Glasgow,50,0.001611052,-11.07341041,8.040833836,5.957874695,-3.747804916,-9.243625477,-10.79914642,2.33770651,0.379654574,-0.906925424,-6.65157972,-3.382289898,-5.22986482,0.10861541,0.333619272,164.3393705,-2.62e-12,3.69e-09,-8.52e-10,6.52e-09,-1.14e-09,3.16e-10,-3.26e-09,-4.29e-09,8.17e-10,4.75e-10,-3.72e-09,-1.72e-09,5.35e-09,-3.01e-11,9.44e-11,2.14e-07
81,F,Glasgow,200,0.000719716,-11.50907843,5.909203664,5.695975013,-3.141111335,-8.422075175,-8.402732114,2.071472857,-0.262808229,-0.546045081,-4.602782729,-3.021580407,-2.992527348,0.107591373,0.316279029,158.2326619,1.81e-13,-8.61e-09,5.65e-10,1.11e-08,2.9e-09,7.33e-09,-1.48e-08,2.91e-09,-2.88e-09,5.82e-09,-7.37e-09,-5.47e-09,1.83e-09,-2.56e-11,-6.57e-11,4.76e-07
81,F,Glasgow,500,0.000458355,-12.09711121,2.717581313,5.583862308,-6.218601751,-10.13770888,-9.495175417,2.171973378,-0.21057028,-2.697485935,-4.338331029,-3.762528793,-3.593329409,0.117616017,0.333779648,176.8616158,5.39e-13,2.21e-09,-4.53e-10,4.36e-10,-9.8e-09,9.46e-09,4.92e-09,3.02e-09,5.23e-09,-1.31e-09,-2.29e-09,1.83e-09,2.98e-09,6.67e-11,1.25e-10,1.5e-08
82,M,Glasgow,50,0.00160911,-9.709327918,9.428224102,9.993392785,0.711964259,-0.739340572,-7.365785548,3.141364914,4.394714705,-0.161445908,3.22133511,-2.342676603,-1.638058427,0.105836747,0.304814378,155.0740026,-1.66e-12,3.8e-09,-2.71e-09,1.53e-09,-3.08e-09,1.96e-09,3.22e-09,-1.31e-08,-9.85e-09,-5.74e-09,6.92e-09,-4.5e-09,-6.75e-09,-5.6e-11,-5.1e-11,2.14e-07
82,M,Glasgow,200,0.000613169,-9.057251376,7.59878063,8.790368975,2.201529764,-2.757075438,-5.43483753,3.064665748,5.612305884,0.388977809,4.059716863,-3.305980736,-2.152930381,0.108924403,0.305443823,149.8385394,-4.5e-14,1.84e-09,-4.34e-09,-4.25e-09,2.82e-09,9.21e-09,2.89e-09,8.23e-09,-7.94e-09,4.4e-09,-1.35e-09,4.66e-09,-8.07e-10,-5.98e-11,3.02e-12,-3.56e-09
82,M,Glasgow,500,0.000403656,-8.762786796,4.633120654,8.700884517,2.45895192,-5.544387645,-6.590553579,0.7512333,6.304871424,-3.574853278,4.873792839,-2.381671677,-4.062363969,0.107192905,0.309511819,106.8463497,-4.87e-14,-1.73e-09,6.6e-10,6.74e-09,2.21e-09,-4.15e-09,1.84e-09,-5.07e-09,-6.28e-09,9.39e-09,3.52e-09,1.39e-08,1.52e-09,-3.79e-11,3.74e-11,8.93e-08
83,F,Glasgow,50,0.001657671,-9.527532424,8.644551446,1.749108677,-6.148619696,-1.379499993,-6.245920191,-1.172261121,-5.238636438,-7.542096676,-5.895414054,0.960902782,5.083617227,0.110954279,0.401118359,181.1484001,-1.69e-12,6.37e-09,-5.28e-09,-2.17e-10,1.99e-09,1.55e-08,2.49e-09,2.44e-09,8.36e-09,-6.56e-09,4.55e-10,-4e-09,2.63e-09,1.24e-10,-2.33e-11,2.48e-07
83,F,Glasgow,200,0.00087178,-11.00423505,6.964204343,3.756050203,-7.495698597,-6.596243337,-3.569321699,1.290481145,-7.965918998,-7.955473052,-3.462075044,-0.130827213,4.323148223,0.111023281,0.368451914,164.8667494,-1.71e-13,-4.51e-10,-1.97e-09,-2.76e-09,-6.2e-11,4.72e-09,7.73e-09,-5.46e-09,9.74e-09,-5.23e-09,-4.23e-09,4.26e-09,3.29e-09,-4.91e-11,2.59e-11,6.18e-08
83,F,Glasgow,500,0.000430427,-10.39198214,4.538129056,2.661203933,-7.573637284,-5.311193282,-3.031250487,-0.677186159,-6.799976019,-7.793782887,-5.316859994,0.037482072,4.850666536,0.112978088,0.38938082,177.6608421,1.58e-13,-8.33e-10,1.19e-08,8.78e-10,2.47e-09,-9.57e-09,2.14e-09,-2.49e-09,8.45e-09,6.08e-09,3.68e-09,4.57e-09,2.12e-09,-3.36e-11,7.64e-12,1.96e-07
84,M,Glasgow,50,0.00120097,-7.094129036,9.406739203,5.621123283,2.843223707,-2.858058602,-10.08627984,2.234663416,5.291328787,-2.44687016,0.779772107,5.663969078,-0.666072765,0.104394907,0.349214504,274.8464371,-7.54e-13,-3.58e-09,5.96e-09,2.42e-09,4.32e-09,7.94e-09,-2.15e-10,-2.71e-09,9.26e-09,-1.13e-08,-1.21e-08,-4.85e-09,9.74e-09,-1.45e-10,7.77e-11,-3.14e-07
84,M,Glasgow,200,0.000446398,-6.410937941,7.917923925,5.007765116,3.766581433,-5.645501603,-8.314221538,3.356291637,3.484240919,-1.054186568,0.380215162,6.572445942,-1.515711276,0.106030484,0.339787766,233.3134454,2.25e-13,5.35e-09,-1.29e-09,5.61e-10,1.62e-09,-7.42e-09,6.81e-09,9.76e-09,-5.71e-09,6.39e-09,-4.41e-09,-2.35e-09,-8.62e-11,1.11e-10,-7.51e-11,-3.61e-07
84,M,Glasgow,500,0.000260762,-5.644925205,6.770972516,5.004967784,2.762512347,-7.014345913,-7.057163961,1.298277491,3.38392024,-1.715893058,1.204152694,5.882505075,-3.147299073,0.111598804,0.345939123,229.9790135,6.05e-14,-1.27e-09,4.64e-09,7.86e-10,5.46e-09,-1.03e-09,8.17e-09,-5.74e-09,-5.36e-09,-3.07e-09,-8.74e-09,-5.95e-09,1.75e-09,-9.37e-11,-7.11e-11,5e-08
85,F,Glasgow,50,0.001844079,-9.889974749,10.20478479,3.045543686,-3.831502912,-13.14028784,-11.66709625,-0.023394146,-5.689602007,-1.702679366,-6.397697559,-5.29749456,-3.167192947,0.113924782,0.375920834,157.1334723,3.37e-12,4.35e-09,7.15e-09,1.18e-09,6.71e-10,-9.28e-09,-3.21e-09,-5.04e-09,1.51e-09,4.92e-09,9.99e-09,1.44e-09,-1.72e-09,-3.65e-11,5.16e-11,-1.71e-07
85,F,Glasgow,200,0.000814229,-10.6765842,9.126893988,1.366337694,-5.597273051,-11.4115649,-12.19578456,-1.439181797,-0.863271354,-1.053740295,-6.173641256,-4.992462489,-4.300450286,0.123025859,0.360950153,159.3179013,-3.65e-13,4.02e-09,6.67e-09,4.78e-09,-2.59e-09,-8.68e-09,-9.17e-11,4.18e-09,2.93e-09,8.34e-10,6.32e-10,2.21e-09,-6.83e-12,-3.98e-11,-1.33e-10,2.03e-07
85,F,Glasgow,500,0.000369086,-9.615036461,8.438256167,0.882053167,-4.350064861,-14.75610803,-11.24912682,0.143275483,-6.49451032,-3.501124857,-5.783562234,-6.912839485,-2.236507711,0.119655749,0.369779405,158.0205486,2.03e-13,-3.47e-10,3.22e-09,-3.13e-09,3.27e-09,6.18e-09,-2.18e-09,3.02e-09,3.81e-09,-1.35e-08,5.59e-09,-1.51e-08,8.46e-10,-1.67e-11,1.16e-10,-1.29e-07
86,M,Glasgow,50,0.001646989,-10.94429635,9.44023592,7.059607953,3.659554588,-2.42490383,-3.489209934,3.774563138,0.777565144,1.797174201,-2.278002275,1.176847763,-4.137031059,0.110654764,0.351490477,188.493781,8.83e-13,2.87e-10,-6.73e-09,-2.36e-09,-6.13e-09,-6.21e-09,9.7e-09,4.33e-09,2.44e-09,-8.81e-09,2.68e-09,4.14e-09,1.28e-09,4.72e-12,1.38e-12,3.45e-08
86,M,Glasgow,200,0.000624069,-10.89436333,11.00073836,7.767045407,4.526251021,-5.662189245,-3.81674982,0.738834005,-2.567342208,1.784230722,-0.127852666,0.250447809,-5.177142461,0.112786247,0.349602742,123.4017285,4.29e-13,4.22e-10,-9.9e-11,-2.2e-09,-3.14e-09,-1.23e-09,-2.26e-09,-9.6e-09,5.27e-09,1.55e-09,7.18e-09,-6.49e-09,1.07e-08,-1.02e-10,7.66e-11,2.33e-09
86,M,Glasgow,500,0.000484612,-11.52835669,3.239702025,2.995960087,-3.427008164,-17.46805802,-5.224472857,4.972306138,-5.910701713,-1.898215729,-3.777497866,-1.421820125,-5.796600061,0.149914698,0.355356137,176.7501317,2.33e-13,-9.02e-10,-3.96e-09,-2.95e-10,-3.4e-09,7.03e-09,4.06e-09,-1.13e-08,-8.55e-10,5.47e-09,5.25e-09,-3.22e-09,-6.96e-09,7.1e-12,-3.9e-11,1.86e-07
87,F,Glasgow,50,0.001950284,-9.971392961,6.241397456,4.705396861,-5.479292959,-10.8706291,-13.73627491,-2.691191636,2.98711765,-4.396902462,-4.682300438,-5.312966584,-6.634023285,0.11149606,0.372185322,145.2423846,-5.19e-13,4.77e-09,-4.77e-09,-4.09e-09,1.08e-09,-7.61e-09,6.49e-09,4.15e-09,-2.53e-09,1.37e-09,-2.79e-09,-2.1e-09,-1.02e-08,3.41e-11,-5.73e-11,4.47e-07
87,F,Glasgow,200,0.000854949,-10.59100471,1.712611857,1.661762838,-5.996026122,-13.17875659,-13.74412793,-2.878217324,4.084506504,-0.988428717,-4.654897854,-7.241137223,-6.664814235,0.123869051,0.377113404,154.2268487,6.89e-13,1.35e-09,-4.13e-09,-4e-09,1.64e-09,9.6e-09,-9.46e-10,-7.48e-10,7.94e-09,8.07e-09,-5.87e-09,-7.41e-09,1.48e-09,8.42e-11,-3.44e-11,-8.61e-08
87,F,Glasgow,500,0.000479773,-11.16819529,0.045926954,1.604497221,-5.671252105,-15.41607447,-13.38506195,-2.165322335,6.008562897,1.656170251,-2.758184987,-7.304194347,-6.38874571,0.126941919,0.414368626,193.9400967,3.79e-13,-3.87e-09,-4.69e-09,-4.83e-09,5.02e-11,-5.61e-09,1.17e-08,1.98e-09,5.23e-09,1.33e-09,-1.36e-09,5.69e-09,9.46e-09,-7.47e-11,2.09e-10,-1.56e-08
88,M,Glasgow,50,0.00128955,-9.679755705,9.455462136,9.202088627,5.129985666,-3.246892467,-8.406589432,2.08156527,1.882462941,1.847116286,1.118484382,0.805041611,-1.28738867,0.11204201,0.305511299,160.1460638,1.58e-12,-2.08e-09,-3.35e-09,-7.13e-09,6.54e-09,9.24e-10,2.26e-09,-1.6e-08,-9.98e-10,-5.01e-09,-1.69e-08,-1.68e-09,4.11e-09,-5.36e-11,-5.1e-11,-2.81e-08
88,M,Glasgow,200,0.000588293,-9.774404493,8.759521611,9.083709055,5.116500057,-7.7904048,-8.067105729,0.51400856,-3.153009851,-0.868948702,0.907428794,0.316806447,-2.821458154,0.11474295,0.312197066,152.35756,-3.34e-13,1.46e-09,1.3e-08,-1.76e-09,1.02e-09,2.21e-09,-8.32e-09,8e-10,1.29e-10,1.31e-08,2.22e-09,2.4e-09,3.38e-09,-5.78e-13,6.64e-11,-1.47e-07
88,M,Glasgow,500,0.000337698,-8.993294302,7.607449774,7.256102513,5.409593488,-11.46531803,-8.276236556,-1.227949307,-4.581173723,-1.730849256,1.83300652,-1.343402405,-3.289841268,0.120375723,0.325984794,167.1304083,-4e-13,-2.91e-09,1.21e-09,-1.6e-09,-3.89e-09,1.09e-08,8.11e-09,-1.44e-09,6.14e-09,-5.1e-09,-5.37e-09,-5.32e-09,2.14e-09,2.95e-11,4.09e-11,4.73e-07
89,F,Glasgow,50,0.00159638,-10.98991431,6.509665616,7.504116018,-4.495745011,-5.514227443,-11.12443671,2.47992836,2.691495523,-4.020205848,-1.643457612,-4.839512874,-2.961778887,0.122576966,0.338890378,137.9660339,-1.03e-12,7.58e-10,-1.25e-09,1.92e-09,-8.38e-09,-1.15e-09,-6.49e-09,3.11e-09,-4.02e-09,4.16e-09,3.34e-09,4.21e-09,-1.02e-08,2.2e-11,-8.15e-11,-3.89e-07
89,F,Glasgow,200,0.000661879,-11.26403109,2.742936668,5.521925396,-5.186078284,-8.737878032,-10.98335566,1.770970968,2.422320817,-4.272010719,-1.924248778,-6.578026503,-3.018860287,0.117317639,0.336973216,145.0928871,1.35e-12,2.62e-09,-4.62e-09,1.86e-09,4.08e-09,3.35e-09,-1.64e-08,-7.17e-09,1.26e-08,3.96e-09,-8.75e-09,7.42e-09,6.59e-09,-2.43e-11,1.26e-11,1.4e-07
89,F,Glasgow,500,0.000378071,-9.898124763,-1.258190977,0.493334563,-7.655852987,-13.02008874,-14.62998121,2.270120087,3.802942716,-3.844252335,-1.606447278,-9.806166033,-2.43355632,0.121493026,0.420600422,183.8606844,-4.27e-13,-4.22e-09,-1.13e-08,1.02e-08,7.27e-09,1.26e-08,-1.16e-08,-9.24e-09,3.05e-09,7.75e-09,-3.08e-09,-2.17e-09,-7.45e-09,6.1e-11,1.02e-10,1.76e-07
90,M,Glasgow,50,0.001828203,-9.420797567,4.780760813,8.019078537,-0.430634418,-1.829555933,-3.760221565,-1.850003572,0.845985116,2.050207262,2.490844242,2.243419383,-5.223780091,0.107303611,0.313088658,187.7345486,-9.74e-14,-7.45e-09,-3.61e-10,-1.85e-09,-4.07e-09,-3.18e-09,-1.49e-08,5.47e-09,-6.02e-09,1.24e-09,-1.14e-08,-5.54e-09,-5.86e-10,1.37e-11,-5.9e-11,7.89e-07
90,M,Glasgow,200,0.000792523,-8.416047842,4.557930347,8.973672514,-1.706091405,-6.298578766,-2.621629465,-2.691185199,2.688766988,1.654170518,2.799013306,3.181170836,-5.376415696,0.119133306,0.329764283,210.1502852,1.06e-12,4.43e-10,4.3e-09,5.69e-10,-5.33e-09,5.63e-09,6.89e-09,3e-09,-1.02e-08,-3.98e-09,-6.83e-09,6.02e-09,6.18e-09,-2.84e-11,3.45e-12,-1.34e-07
90,M,Glasgow,500,0.000425685,-9.415964224,4.288861434,8.722325416,-0.103631329,-7.812603499,-4.096601473,-3.667942433,0.41601425,2.004862201,1.208630536,2.973885501,-5.575332759,0.112747576,0.312930235,103.8977874,7.23e-14,6.09e-09,-6.24e-09,1.91e-09,-4.67e-10,8.72e-10,9.08e-09,-6.36e-09,2.2e-09,-2.23e-09,1.47e-09,-2.5e-10,5.4e-09,9.06e-11,-1.57e-11,-1.97e-07
91,F,Glasgow,50,0.002092614,-12.15778963,3.221096206,3.327683909,-6.68452368,-6.180622051,-11.9775333,4.186898444,-1.227860786,-6.470909615,-4.113164687,-4.912581178,-5.571244177,0.118977102,0.338720668,174.7800194,1.28e-12,-5.11e-11,-7.08e-10,-1.05e-08,-6.73e-10,-9.34e-09,3.27e-09,1.11e-09,-3.37e-09,-1.28e-09,-8.61e-09,-6.18e-09,-1.21e-08,-2.78e-11,6.35e-12,-2.83e-07
91,F,Glasgow,200,0.001027181,-12.97901731,0.217653099,3.179074783,-8.557350045,-7.484853622,-12.27979357,4.965080435,-0.292107309,-6.530440761,-2.780914664,-5.691325395,-4.714795283,0.123787536,0.348334379,183.5535265,-8.28e-13,9.23e-10,-2.97e-11,4.45e-09,-1.23e-09,-2.13e-09,5.7e-09,3.22e-09,3.85e-09,-4.47e-10,2.1e-09,-2.66e-10,-6.03e-09,1.2e-10,-2.37e-10,2.87e-08
91,F,Glasgow,500,0.000624584,-13.38554306,-2.610994182,1.950950105,-8.900552075,-7.586387067,-13.65254164,3.247970246,-3.562626843,-10.77307848,-2.341836994,-4.479416188,-3.316599108,0.131196166,0.362786594,207.27644,-7.1e-13,7.89e-10,3.63e-09,1.48e-09,-4.55e-10,-8.36e-09,-1.22e-08,9.99e-09,2.17e-09,4.44e-09,1.12e-09,-1.25e-08,1.05e-08,6.28e-11,-9.61e-12,1.73e-07
92,M,Glasgow,50,0.001855716,-9.653205187,7.431173038,8.890486871,-0.219879078,-9.564496835,-10.03370725,0.028795824,0.817724548,-2.788600689,1.87349127,-0.007305632,0.03867037,0.117679712,0.308038784,199.1533392,2.26e-13,-2.03e-10,2.62e-09,6.57e-09,1.27e-08,-3.18e-09,-6.91e-09,7.58e-10,-3.25e-09,2.53e-09,-1.92e-09,7.01e-09,1.02e-09,1.37e-11,1.68e-10,2.9e-07
92,M,Glasgow,200,0.000676816,-9.232389706,5.740519708,8.600809843,-0.90511847,-11.87734869,-7.774405116,-1.05792717,-1.728408822,-3.711977952,3.199692756,-2.342023958,-0.703608961,0.118036854,0.307516099,266.3014103,5.61e-13,-5.53e-09,8.35e-09,3.11e-10,1.33e-08,1.3e-09,-2.66e-10,5.6e-09,1.16e-08,9.87e-09,3.64e-09,1.75e-09,2.34e-09,1.55e-11,7.91e-12,3.83e-07
92,M,Glasgow,500,0.000375361,-9.312989168,5.449877948,8.552492082,-1.334368286,-12.16071837,-6.270461125,-0.847883833,-0.515983712,-2.833822852,2.578657108,-1.894728016,-0.286648369,0.117804067,0.327346154,244.3138429,2.45e-14,-1.06e-09,1.15e-08,-1.8e-09,-2.43e-09,-1.2e-09,-2.25e-09,-1.8e-09,4.35e-09,-2.22e-09,3.25e-09,-1.77e-09,-4.76e-10,1.27e-11,3.07e-11,7.03e-07
93,F,Glasgow,50,0.002249842,-10.9920553,9.987764146,3.086659915,0.389817537,-3.670198321,-7.030219736,-0.562904634,-6.083132374,-9.30799939,-7.859083661,-3.714804097,-0.801430021,0.114755461,0.369070239,167.0520252,4.36e-13,-6.64e-09,6.47e-09,-4.79e-09,6.63e-09,-2.81e-09,-7.96e-09,6.58e-09,-5.05e-11,2.61e-09,6.38e-09,-8.47e-09,-2.97e-09,1.95e-10,5.48e-11,4.52e-08
